1721	bus	veh	neg-towards	-0.92	you have obviously never stood outside a bus stop/train station.	2009-02-21T23:27:00
teashoci	parties	org	neg-towards	-1.363333333	"Rubbish, italy and austria have both got far right wing parties in power and those parties are actually doing something about asylum seekers and rampant third world immigration."	2009-03-05T13:25:00
teashoci	seekers	per	pos-towards	2.113333333	"Rubbish, italy and austria have both got far right wing parties in power and those parties are actually doing something about asylum seekers and rampant third world immigration."	2009-03-05T13:25:00
TheLouisVuittonDon	NY &gt; London	org	pos-towards	2.782222222	"I'd love to live there, get a season ticket for the NBA and eat all the good food NY has to offer."	2010-02-21T14:40:00
theredwindmill	Brimingham	gpe	neg-towards	-0.562222222	I was in Brimingham when people were protesting against Scienctology it was quite interresting because the people were handing out leaflets; i was too scared to go on the webby address because it had something about people being eaten things.	2008-07-11T12:50:00
theredwindmill	Church of Scientology	org	neg-towards	-0.562222222	I was in Brimingham when people were protesting against Scienctology it was quite interresting because the people were handing out leaflets; i was too scared to go on the webby address because it had something about people being eaten things.	2008-07-11T12:50:00
theredwindmill	guy	per	neg-towards	-1.783333333	I also watched a bbc programme on it with the presenter who got really angry and the scientology guy.	2008-07-11T12:50:00
theredwindmill	people	per	neg-towards	-0.562222222	I was in Brimingham when people were protesting against Scienctology it was quite interresting because the people were handing out leaflets; i was too scared to go on the webby address because it had something about people being eaten things.	2008-07-11T12:50:00
theredwindmill	people	per	pos-towards	0.627777778	I was in Brimingham when people were protesting against Scienctology it was quite interresting because the people were handing out leaflets; i was too scared to go on the webby address because it had something about people being eaten things.	2008-07-11T12:50:00
theredwindmill	who	per	neg-towards	-1.783333333	I also watched a bbc programme on it with the presenter who got really angry and the scientology guy.	2008-07-11T12:50:00
Tyrotoxism	ones	per	pos-towards	1.094444444	it appears to be similar to london in that they have their very nice areas and their bad/rough ones in a similar proportion to each other.	2010-02-22T07:41:00
Tyrotoxism	their	per	neg-towards	-2.008888889	it appears to be similar to london in that they have their very nice areas and their bad/rough ones in a similar proportion to each other.	2010-02-22T07:41:00
Tyrotoxism	their	per	pos-towards	1.094444444	it appears to be similar to london in that they have their very nice areas and their bad/rough ones in a similar proportion to each other.	2010-02-22T07:41:00
Tyrotoxism	they	per	pos-towards	0.557777778	it appears to be similar to london in that they have their very nice areas and their bad/rough ones in a similar proportion to each other.	2010-02-22T07:41:00
UCASUCKS	Bernard Hopkins	per	neg-towards	-1.946666667	It must have hurt watching Bernard Hopkins destroy your idol Pavlik.	2009-02-23T17:45:00
UCASUCKS	Gremlins Pavlik	per	neg-towards	-1.946666667	It must have hurt watching Bernard Hopkins destroy your idol Pavlik.	2009-02-23T17:45:00
UCASUCKS	JMonkey Pavliks	per	neg-towards	-2.405555556	If that's the case then you are an ignorant racist.	2009-02-23T17:07:00
Vagina	India	gpe	neg-towards	-0.663333333	"Well with the ""one eyed idiot"" in charge at the moment I'd rather have BNP at the helm...and I'm Indian myself! :P"	2009-02-22T12:02:00
Vexed	Christianity-	per	pos-towards	0.713333333	"I would like to become a Christian, however there are so many different types of Christianity- I have no idea where to start."	2008-07-27T02:49:00
Vexed	member	per	pos-towards	2.245555556	"Proud member of the COS. <img src=""images/smilies/smile.png""/>"	2008-07-27T01:53:00
Vexed	world	loc	pos-towards	1.95	"Ron Hubbard was a genius and has helped to improve the lives of many people in this world, including myself."	2008-07-27T01:53:00
weflycars	anyone	per	neg-towards	-1.962222222	"classic BNP argument, anyone whose against you has been brainwashed be New Labour and the Tories right?? <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T20:20:00
weflycars	anyone	per	pos-towards	0.915555556	"classic BNP argument, anyone whose against you has been brainwashed be New Labour and the Tories right?? <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T20:20:00
weflycars	Asians	per	pos-towards	0.884444444	"So where do (for example) British born Blacks or Asians fit in to the equation, those who were born and raised in the country?? (Sorry if this is overly n00bish).."	2009-03-08T21:23:00
weflycars	BNP and Front Nationale	org	neg-towards	-1.363333333	nobody cares for all this rubbish other than the BNP and other nazi organisations..	2009-03-08T21:48:00
weflycars	BNP and Front Nationale	org	pos-towards	0.915555556	"classic BNP argument, anyone whose against you has been brainwashed be New Labour and the Tories right?? <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T20:20:00
weflycars	Caucasian	gpe	neg-towards	-1.184444444	"So where do (for example) British born Blacks or Asians fit in to the equation, those who were born and raised in the country?? (Sorry if this is overly n00bish).."	2009-03-08T21:23:00
weflycars	Caucasian	gpe	pos-towards	0.783333333	People from different countries contribute to this country massively so I don't see your problem with either anti-racism or multi-culturalism..	2009-03-08T20:20:00
weflycars	cities	gpe	neg-towards	-2.483333333	"majority of peadophiles = white, chav gangs = white, jails in cities like Glasgow = whites, football hooligans = whites etc."	2009-03-08T22:03:00
weflycars	ethnics	per	neg-towards	-1.868888889	"Exactly, and so removing the ethnics won't eliminate the problem at all.."	2009-03-08T22:15:00
weflycars	ethnics	per	pos-towards	0.752222222	"Exactly, and so removing the ethnics won't eliminate the problem at all.."	2009-03-08T22:15:00
weflycars	everyone	per	pos-towards	0.557777778	"There's the paranoia again, as if everyone has the same deranged ideas that nazis do.."	2009-03-08T21:48:00
weflycars	fathers	per	pos-towards	2.206666667	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
weflycars	IRA	org	neg-towards	-0.554444444	There are also loads of IRA and UDAs still hanging about..	2009-03-08T22:15:00
weflycars	JMonkey Pavliks	per	neg-towards	-1.581111111	"classic BNP argument, anyone whose against you has been brainwashed be New Labour and the Tories right?? <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T20:20:00
weflycars	JMonkey Pavliks	per	neg-towards	-0.943333333	my ********* you're slow..	2009-03-08T22:15:00
weflycars	JMonkey Pavliks	per	neg-towards	-2.685555556	"Right so beacue of 4000 supposed (**** knows where you got your stats from..) terrorists, you want to remove the entire ethnic population.. <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T22:27:00
weflycars	JMonkey Pavliks	per	neg-towards	-1.503333333	you blatantly lack any economic or social knowledge..	2009-03-08T22:34:00
weflycars	JMonkey Pavliks	per	neg-towards	-1.145555556	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
weflycars	JMonkey Pavliks	per	pos-towards	1.032222222	"This is fiction, you've pulled it out the air.."	2009-03-08T22:03:00
weflycars	JMonkey Pavliks	per	pos-towards	0.752222222	"That was addressed more to you, seeing as your the one who wants to deport all ethnics.."	2009-03-08T22:34:00
weflycars	JMonkey Pavliks	per	pos-towards	1.895555556	you blatantly lack any economic or social knowledge..	2009-03-08T22:34:00
weflycars	JMonkey Pavliks	per	pos-towards	1.848888889	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
weflycars	kids	per	neg-towards	-0.204444444	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
weflycars	kids	per	pos-towards	0.643333333	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
weflycars	KKK	org	pos-towards	0.643333333	"but I forgot I was talking to a twisted bible-bashing KKK <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T21:42:00
weflycars	Nick Griffin	per	neg-towards	-1.137777778	"His blatant anti-semite and anti-islamic views are really helpful.. <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T05:46:00
weflycars	Nick Griffin	per	pos-towards	1.187777778	"His blatant anti-semite and anti-islamic views are really helpful.. <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T05:46:00
weflycars	others	per	neg-towards	-1.145555556	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
weflycars	Sunni Muslim	per	neg-towards	-1.868888889	"I don't, I have a problem with people who are paranoid to the point where they turn to state-socialist-nazism to keep the children white.."	2009-03-08T21:13:00
weflycars	Sunni Muslim	per	pos-towards	0.783333333	People from different countries contribute to this country massively so I don't see your problem with either anti-racism or multi-culturalism..	2009-03-08T20:20:00
weflycars	Sunni Muslim	per	pos-towards	0.915555556	"I don't, I have a problem with people who are paranoid to the point where they turn to state-socialist-nazism to keep the children white.."	2009-03-08T21:13:00
weflycars	their	per	pos-towards	0.705555556	"I have an issue with white supremacists the same way you have an issue with ""non-Europeans"", difference is that I'm not as insecure as you and other pro-whites who have nothing but their skin colour to hold on to.."	2009-03-08T21:42:00
weflycars	they	per	neg-towards	-1.767777778	"immigration shouldn't affect it at all, people should all feel as British as they want and if they don't it clearly shows they don't give a f.uck.."	2009-03-08T21:48:00
weflycars	Tories	org	pos-towards	1.016666667	"classic BNP argument, anyone whose against you has been brainwashed be New Labour and the Tories right?? <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T20:20:00
weflycars	tosser	per	pos-towards	1.848888889	"It's the bible for kids like you who crave acceptance from their fathers or such, either that or you feel like such a useless tosser that you think getting rid of others will make you look better.."	2009-03-08T23:02:00
