(:Becca(:	Seattle	gpe	pos-towards	1.094444444	"Seattle is nice <img src=""images/smilies/smile.png""/>"	2011-07-30T20:26:00
xps.systems	British	per	pos-towards	1.358888889	What about all those ethnically British people who support the fact that they live alongside foreigners - or at least those who are prepared to fight alongside them in the event of the BNP/NF ever attempting to carry out such a procedure.	2009-02-21T20:34:00
xps.systems	British Pakistani	gpe	pos-towards	0.915555556	What if Britain becomes a pariah-state.	2009-02-21T16:22:00
xps.systems	British Pakistani	gpe	pos-towards	1.078888889	"For example, I came to Britain 18 years ago not knowing how to speak English at all - but now I am fluent in the language, attained an A* in it at GCSE level 3 years ago - and also work in the City of London - I think it's far too easy to pigeonhole people in arguments like these!"	2009-02-21T17:38:00
xps.systems	British Pakistani	gpe	pos-towards	1.95	"Also, how precisely have British politicians encourage the 'disintegration' of the British family unit - I imagine that this family unit existed in the past."	2009-02-21T18:42:00
xps.systems	British Pakistani	gpe	pos-towards	0.612222222	"Do politicians stand up and say ""Listen up white British people, I would like you to abandon your families, enslave yourselves to alcohol, screw your aspirations and spend your lives dependent on the state."	2009-02-21T18:42:00
xps.systems	Central Asia	loc	neg-towards	-0.445555556	"That's why many people migrated to the Gangetic plains of northern India from Afghanistan, Central Asia and Persia."	2009-02-21T19:02:00
xps.systems	countries	gpe	pos-towards	1.553333333	They are so lucky that their native tongue is a universal language - which is useful in most countries on the planet.	2009-02-21T17:38:00
xps.systems	Dravidian	per	neg-towards	-0.196666667	"In actual fact, part of my ancestry is Indian (Dravidian), the bulk is Persian (Aryan) with a bit of Turkmeni and Portuguese in the mix as well."	2009-02-21T18:15:00
xps.systems	EU	gpe	pos-towards	1.895555556	Would Europeans be allowed to stay (remember the EU treaty and freedom of movement).	2009-02-21T16:22:00
xps.systems	families	per	neg-towards	-1.791111111	"Do politicians stand up and say ""Listen up white British people, I would like you to abandon your families, enslave yourselves to alcohol, screw your aspirations and spend your lives dependent on the state."	2009-02-21T18:42:00
xps.systems	family	per	pos-towards	1.203333333	I'm sure SOME Indians (Possibly even the majority) place alot of emphasis on the family unit and education but maybe not all.	2009-02-21T18:42:00
xps.systems	her	per	pos-towards	1.506666667	"I have, when I was younger made love to more than one ethnically British woman (but I didn't have children with her)."	2009-02-21T18:15:00
xps.systems	immigrants	per	neg-towards	-1.238888889	"Contrary to popular belief, non-EU immigrants are not eligible for any form of state benefits until they are naturalized."	2009-02-21T18:15:00
xps.systems	immigrants	per	pos-towards	1.11	I think these people need to take a long hard look at their culture and realize that it is THEM who need to do something about it and that it is NOT the fault of immigrants that it is they way it is.	2009-02-21T17:38:00
xps.systems	immigrants	per	pos-towards	1.016666667	"Contrary to popular belief, non-EU immigrants are not eligible for any form of state benefits until they are naturalized."	2009-02-21T18:15:00
xps.systems	India	gpe	neg-towards	-0.585555556	"That's why many people migrated to the Gangetic plains of northern India from Afghanistan, Central Asia and Persia."	2009-02-21T19:02:00
xps.systems	India	gpe	pos-towards	0.892222222	I don't think you can safely say that India is maintaining its own racial borders - I'm sure there are foreigners settling in India and mating with the locals.	2009-02-21T19:02:00
xps.systems	invaders	per	neg-towards	-0.445555556	"In the same way that Lombard, Visigoth and Hunnic invaders migrated to the fertile plains of northern Italy."	2009-02-21T19:02:00
xps.systems	Italy	gpe	neg-towards	-0.585555556	"In the same way that Lombard, Visigoth and Hunnic invaders migrated to the fertile plains of northern Italy."	2009-02-21T19:02:00
xps.systems	Italy	gpe	pos-towards	1.444444444	"In the same way that Lombard, Visigoth and Hunnic invaders migrated to the fertile plains of northern Italy."	2009-02-21T19:02:00
xps.systems	JMonkey Pavliks	per	neg-towards	-1.557777778	"I mean, for starters who would you choose to deport."	2009-02-21T16:22:00
xps.systems	JMonkey Pavliks	per	neg-towards	-1.091111111	Don't you think there would be severe resistance to the 'forced deportation' policy.	2009-02-21T16:22:00
xps.systems	JMonkey Pavliks	per	neg-towards	-1.153333333	"Also, how do you propose to impose those 'marriage laws'."	2009-02-21T18:15:00
xps.systems	JMonkey Pavliks	per	neg-towards	-2.11	Also when you say 'Indian' do you mean Indian by nationality or ethnicity.	2009-02-21T18:15:00
xps.systems	JMonkey Pavliks	per	neg-towards	-0.15	Can't you see that 'British' and 'Indian' cultures are probably very pluralistic and NOT AT ALL mutually exclusive.	2009-02-21T18:42:00
xps.systems	JMonkey Pavliks	per	neg-towards	-1.791111111	"Do politicians stand up and say ""Listen up white British people, I would like you to abandon your families, enslave yourselves to alcohol, screw your aspirations and spend your lives dependent on the state."	2009-02-21T18:42:00
xps.systems	JMonkey Pavliks	per	neg-towards	-0.15	"I don't think you can conveniently shift the blame onto politicians.There are surely many ethnically British people who are doing well for themselves and I don't think it's a matter of ethnicity at all, more one of attitude and personal (rather than ethnicity-based) values."	2009-02-21T18:42:00
xps.systems	JMonkey Pavliks	per	pos-towards	0.868888889	How would you propose to capture London - 40% of the people there are migrants.	2009-02-21T16:22:00
xps.systems	JMonkey Pavliks	per	pos-towards	0.868888889	"Also, how do you propose to impose those 'marriage laws'."	2009-02-21T18:15:00
xps.systems	JMonkey Pavliks	per	pos-towards	1.95	"Do politicians stand up and say ""Listen up white British people, I would like you to abandon your families, enslave yourselves to alcohol, screw your aspirations and spend your lives dependent on the state."	2009-02-21T18:42:00
xps.systems	JMonkey Pavliks	per	pos-towards	0.892222222	I don't think you can safely say that India is maintaining its own racial borders - I'm sure there are foreigners settling in India and mating with the locals.	2009-02-21T19:02:00
xps.systems	Jobs	per	neg-towards	-1.13	"Jobs aren't ""stolen"" - and it is very arrogant to think that!"	2009-02-21T17:38:00
xps.systems	Jobs	per	pos-towards	1.304444444	"Jobs aren't ""stolen"" - and it is very arrogant to think that!"	2009-02-21T17:38:00
xps.systems	Lombard	per	neg-towards	-1.627777778	"In the same way that Lombard, Visigoth and Hunnic invaders migrated to the fertile plains of northern Italy."	2009-02-21T19:02:00
xps.systems	London	gpe	pos-towards	1.211111111	"For example, I came to Britain 18 years ago not knowing how to speak English at all - but now I am fluent in the language, attained an A* in it at GCSE level 3 years ago - and also work in the City of London - I think it's far too easy to pigeonhole people in arguments like these!"	2009-02-21T17:38:00
xps.systems	migrants	per	pos-towards	0.868888889	How would you propose to capture London - 40% of the people there are migrants.	2009-02-21T16:22:00
xps.systems	minorities	per	pos-towards	0.798888889	"The following advice is NOT applicable to any ethnic minorities, in fact please do the opposite""."	2009-02-21T18:42:00
xps.systems	nations	gpe	neg-towards	-0.515555556	What if all other nations block entry of any 'Britons'.	2009-02-21T16:22:00
xps.systems	Nick Griffin	per	pos-towards	0.744444444	Possibly the immigrant was selected for the position over the native since that person was more suited to the job specification.	2009-02-21T17:38:00
xps.systems	Nick Griffin	per	pos-towards	0.744444444	I'm sure there are times when a native gets selected over an immigrant - again most probably because the native applicant had a more appropriate skillset for the job.	2009-02-21T17:38:00
xps.systems	Nick Griffin	per	pos-towards	0.557777778	I'm sure there are times when a native gets selected over an immigrant - again most probably because the native applicant had a more appropriate skillset for the job.	2009-02-21T17:38:00
xps.systems	other	per	pos-towards	1.164444444	And people of both ethnicities seem to enjoy each other's dress and cuisine so can't see too many problems there!	2009-02-21T18:42:00
xps.systems	parents	per	pos-towards	1.071111111	Think about an Australian Aboriginal child being adopted by English parents in South Kensington and being educated in the likes of Eton/Harrow.	2009-02-21T17:19:00
xps.systems	people	per	neg-towards	-0.445555556	In the past it was more than possible for people to migrate and settle elsewhere.	2009-02-21T16:22:00
xps.systems	people	per	neg-towards	-0.196666667	"For example, I came to Britain 18 years ago not knowing how to speak English at all - but now I am fluent in the language, attained an A* in it at GCSE level 3 years ago - and also work in the City of London - I think it's far too easy to pigeonhole people in arguments like these!"	2009-02-21T17:38:00
xps.systems	people	per	neg-towards	-0.445555556	"That's why many people migrated to the Gangetic plains of northern India from Afghanistan, Central Asia and Persia."	2009-02-21T19:02:00
xps.systems	people	per	pos-towards	1.553333333	In the past it was more than possible for people to migrate and settle elsewhere.	2009-02-21T16:22:00
xps.systems	people	per	pos-towards	1.055555556	Nearly 100% of people in the UK are literate - again unlike in many developing countries.	2009-02-21T17:38:00
xps.systems	people	per	pos-towards	2.354444444	And people of both ethnicities seem to enjoy each other's dress and cuisine so can't see too many problems there!	2009-02-21T18:42:00
xps.systems	Persian	per	neg-towards	-0.196666667	"In actual fact, part of my ancestry is Indian (Dravidian), the bulk is Persian (Aryan) with a bit of Turkmeni and Portuguese in the mix as well."	2009-02-21T18:15:00
xps.systems	plains	loc	neg-towards	-0.445555556	"In the same way that Lombard, Visigoth and Hunnic invaders migrated to the fertile plains of northern Italy."	2009-02-21T19:02:00
xps.systems	politicians	per	neg-towards	-1.923333333	"Do politicians stand up and say ""Listen up white British people, I would like you to abandon your families, enslave yourselves to alcohol, screw your aspirations and spend your lives dependent on the state."	2009-02-21T18:42:00
xps.systems	politicians	per	pos-towards	1.654444444	"Also, how precisely have British politicians encourage the 'disintegration' of the British family unit - I imagine that this family unit existed in the past."	2009-02-21T18:42:00
